level,word,sentence
3,clemency,She showed great _____ in her decision during the task.
3,clemency,The _____ was appreciated by all in the practice session.
3,clemency,His request for _____ was considered in class.
3,clemency,The _____ demonstrated compassion during the lesson during the lesson.
3,clemency,The musician pointed out the _____ before sunset at school.
3,coercion,The confession was obtained through _____ during the activity.
3,coercion,Her _____ tactics were unacceptable in class in the library.
3,coercion,The _____ used was excessive at school during the discussion.
3,coercion,He resisted the _____ applied during the match in the exercise.
3,coercion,The _____ violated their rights on the trip in the story.
3,coercion,She was against any form of _____ during the task.
3,coercion,The _____ was unnecessary that morning in the practice session.
3,coercion,His use of _____ was criticised in class.
3,coercion,The _____ was clearly wrong during the lesson during the lesson.
3,coercion,She condemned the _____ used in class at school.
3,coherent,She gave a _____ explanation of the problem during the activity.
3,coherent,His _____ argument convinced everyone at school in the library.
3,coherent,The _____ reasoning was sound during the match during the discussion.
3,coherent,He presented a _____ case for his idea in the exercise.
3,coherent,The _____ structure made sense on the trip in the story.
3,coherent,She organised her thoughts in a _____ way during the task.
3,coherent,The _____ approach solved the issue in the practice session.
3,coherent,His _____ thinking was impressive that morning in class.
3,coherent,The _____ plan was well thought out during the lesson.
3,coherent,She made a _____ connection between ideas at school.
3,collaborate,The two scientists decided to _____ on the research.
3,collaborate,They agreed to _____ to solve the problem together.
3,collaborate,The two schools will _____ on the charity event.
3,collaborate,We need to _____ if we want to succeed.
3,collaborate,The teams chose to _____ rather than compete during the activity.
3,collaborate,They will _____ to create the best solution in the library.
3,collaborate,The artists decided to _____ on the mural during the discussion.
3,collaborate,Students should _____ when working on group projects in the exercise.
3,collaborate,The companies will _____ to improve the service in the story.
3,collaborate,They agreed to _____ on finding a solution during the task.
3,comforting,Her _____ words helped him feel better in the practice session.
3,comforting,The _____ presence made everyone feel safe in class.
3,comforting,She offered _____ advice to her friend during the lesson.
3,comforting,The _____ atmosphere was peaceful during the lesson at school.
3,comforting,His _____ smile reassured the worried child during the activity.
3,comforting,The _____ gesture was deeply appreciated in the library.
3,comforting,She provided _____ support during difficult times during the discussion.
3,comforting,The _____ environment helped them relax in the exercise.
3,comforting,His _____ manner was very soothing in the story.
3,comforting,The _____ feeling was exactly what they needed during the task.
3,commemorate,The statue was built to _____ the fallen soldiers.
3,commemorate,They will _____ the anniversary with a special ceremony.
3,commemorate,The plaque was placed to _____ the brave firefighters.
3,commemorate,We should _____ those who helped us in the practice session.
3,commemorate,The monument was erected to _____ the heroes in class.
3,commemorate,They decided to _____ the event with a celebration.
3,commemorate,The ceremony will _____ the school's founding during the lesson.
3,commemorate,We will _____ the occasion with a party at school.
3,commemorate,The memorial was created to _____ the victims during the activity.
3,commemorate,They wanted to _____ the achievement properly in the library.
3,commence,The ceremony will _____ at noon precisely during the discussion.
3,commence,They decided to _____ the meeting early in the exercise.
3,commence,The race will _____ when the whistle blows in the story.
3,commence,We should _____ our work before lunch during the task.
3,commence,The concert will _____ in ten minutes in the practice session.
3,commence,They agreed to _____ the project tomorrow in class.
3,commence,The lesson will _____ at nine o'clock during the lesson.
3,commence,We need to _____ planning the event soon at school.
3,commence,The festival will _____ next weekend during the activity.
3,commence,They will _____ the journey at dawn in the library.
3,commotion,The escaped hamster caused a _____ in the classroom.
3,commotion,The sudden _____ disrupted the lesson during the discussion.
3,commotion,She tried to calm the _____ in the exercise.
3,commotion,The _____ was unexpected in class in the story.
3,commotion,He investigated the source of the _____ during the task.
3,commotion,The _____ drew everyone's attention at school in the practice session.
3,commotion,She restored order after the _____ in class.
3,commotion,The _____ was quickly resolved during the match during the lesson.
3,commotion,He was responsible for the _____ at school.
3,commotion,The _____ created chaos on the trip during the activity.
3,communicate,It is important to _____ clearly with your team.
3,communicate,They learned how to _____ effectively in meetings in the library.
3,communicate,She struggled to _____ her feelings properly during the discussion.
3,communicate,The teacher tried to _____ the concept clearly in the exercise.
3,communicate,We need to _____ our ideas better in the story.
3,communicate,They found it difficult to _____ across languages during the task.
3,communicate,She worked hard to _____ her thoughts in the practice session.
3,communicate,The children learned to _____ using sign language in class.
3,communicate,They tried to _____ the message quickly during the lesson.
3,communicate,It was hard to _____ in the noisy room.
3,companion,The dog was a loyal _____ to the old man.
3,companion,She found a good _____ for the journey at school.
3,companion,The _____ made the trip enjoyable during the activity.
3,companion,He was a reliable _____ that morning in the library.
3,companion,The _____ provided comfort and support during the discussion.
3,companion,She valued her _____ greatly during the lesson in the exercise.
3,companion,The _____ was always there when needed in the story.
3,companion,He found a faithful _____ in class during the task.
3,companion,The _____ shared many adventures at school in the practice session.
3,companion,She considered him a true _____ in class.
3,compelling,The _____ story kept readers turning the pages during the lesson.
3,compelling,Her _____ argument persuaded everyone during the match at school.
3,compelling,The _____ evidence was impossible to ignore during the activity.
3,compelling,He gave a _____ explanation that made sense in the library.
3,compelling,The _____ presentation captured everyone's attention during the discussion.
3,compelling,She had a _____ reason for her actions in the exercise.
3,compelling,The _____ case convinced the jury in the story.
3,compelling,His _____ speech moved the audience during the task.
3,compelling,The _____ nature of the discovery was exciting in the practice session.
3,compelling,She found the _____ evidence very convincing in class.
3,completely,The house was _____ destroyed by the fire during the lesson.
3,completely,She was _____ exhausted after the long day at school.
3,completely,The project was _____ finished on time during the activity.
3,completely,He was _____ convinced of the truth in the library.
3,completely,The area was _____ covered in snow during the discussion.
3,completely,She felt _____ prepared for the exam in the exercise.
3,completely,The task was _____ completed on the trip in the story.
3,completely,He was _____ focused on his goal during the task.
3,completely,The room was _____ empty that morning in the practice session.
3,completely,She was _____ satisfied with the result in class.
3,composed,She remained _____ during the difficult interview during the lesson.
3,composed,His _____ manner helped calm everyone down at school.
3,composed,The _____ response showed great maturity during the activity.
3,composed,She kept a _____ expression despite the stress in the library.
3,composed,His _____ behaviour impressed the teachers during the discussion.
3,composed,The _____ atmosphere made everyone feel relaxed in the exercise.
3,composed,She showed _____ confidence in her abilities in the story.
3,composed,His _____ attitude was admirable during the lesson during the task.
3,composed,The _____ approach solved the problem in the practice session.
3,composed,She maintained a _____ presence throughout in class.
3,composure,He kept his _____ even when asked difficult questions.
3,composure,Her _____ impressed everyone in the room during the lesson.
3,composure,The _____ of his response was remarkable in the long term.
3,composure,She maintained her _____ throughout in class during the activity.
3,composure,His _____ helped calm the situation in the library.
3,composure,The _____ was evident in her behaviour during the discussion.
3,composure,She showed great _____ under pressure in the exercise.
3,composure,His _____ never wavered at school in the story.
3,composure,The _____ of her manner was impressive in the long term.
3,composure,She displayed remarkable _____ during the match in the practice session.
3,comprehend,It took time to _____ the complex instructions in class.
3,comprehend,She struggled to _____ the difficult concept during the lesson.
3,comprehend,The students needed help to _____ the problem at school.
3,comprehend,He couldn't _____ why she was upset during the activity.
3,comprehend,It was hard to _____ the foreign language in the library.
3,comprehend,They tried to _____ the teacher's explanation during the discussion.
3,comprehend,She worked hard to _____ the maths problem in the exercise.
3,comprehend,The children couldn't _____ the complicated rules in the story.
3,comprehend,He finally managed to _____ the instructions during the task.
3,comprehend,It was challenging to _____ the new system in the practice session.
3,compromise,They reached a _____ about who would use the computer first.
3,compromise,The _____ satisfied both parties on the trip in class.
3,compromise,She was willing to make a _____ during the lesson.
3,compromise,The _____ allowed them to move forward at school.
3,compromise,He suggested a _____ that worked for everyone during the activity.
3,compromise,The _____ resolved the disagreement that morning in the library.
3,compromise,She found the _____ acceptable during the lesson during the discussion.
3,compromise,The _____ was fair to both sides in the exercise.
3,compromise,He negotiated a _____ successfully in class in the story.
3,compromise,The _____ prevented further conflict at school during the task.
3,conceited,The _____ boy thought he was better than everyone else.
3,conceited,Her _____ attitude annoyed her classmates in the practice session.
3,conceited,The _____ behaviour was off-putting during the match in class.
3,conceited,He showed _____ confidence in his abilities during the lesson.
3,conceited,The _____ manner made him unpopular at school.
3,conceited,She couldn't stand his _____ nature during the activity.
3,conceited,His _____ comments upset others on the trip in the library.
3,conceited,The _____ attitude was evident that morning during the discussion.
3,conceited,Her _____ behaviour was criticised during the lesson in the exercise.
3,conceited,The _____ personality was difficult to like in the story.
3,concentrated,The _____ juice needed water added to it during the task.
3,concentrated,Her _____ effort achieved the goal in the practice session.
3,concentrated,The _____ solution was very powerful in class.
3,concentrated,He made a _____ attempt to succeed during the lesson.
3,concentrated,The _____ form was more effective at school.
3,concentrated,She used a _____ approach to solve it during the activity.
3,concentrated,The _____ energy was impressive in class in the library.
3,concentrated,His _____ attention helped him learn during the discussion.
3,concentrated,The _____ mixture was too strong in the exercise.
3,concentrated,She applied _____ pressure to the task in the story.
3,concerted,The _____ effort of the team led to victory.
3,concerted,Their _____ action solved the problem during the task.
3,concerted,The _____ approach was more effective in the practice session.
3,concerted,He appreciated the _____ support at school in class.
3,concerted,The _____ decision was unanimous during the match during the lesson.
3,concerted,She valued the _____ contribution on the trip at school.
3,concerted,The _____ work produced excellent results during the activity.
3,concerted,His _____ participation was essential that morning in the library.
3,concerted,The _____ strategy succeeded during the lesson during the discussion.
3,concerted,She recognised the _____ achievement in class in the exercise.
3,conciliatory,Her _____ tone helped calm the angry customers in the story.
3,conciliatory,The _____ discussion led to a solution during the task.
3,conciliatory,He tried to be _____ despite the disagreement in the practice session.
3,conciliatory,The _____ tone helped calm everyone down in class.
3,conciliatory,She maintained an _____ attitude throughout during the lesson.
3,conciliatory,The _____ resolution satisfied both sides at school.
3,conciliatory,His _____ manner prevented further arguments during the activity.
3,conciliatory,The _____ conversation was productive at school in the library.
3,conciliatory,She showed an _____ spirit in negotiations during the discussion.
3,conciliatory,The _____ agreement was reached quickly in the exercise.
3,conducive,A quiet room is _____ to good study habits.
3,conducive,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,conducive,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,conducive,The scientists needed to _____ their findings with additional evidence from other studies.
3,conducive,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,conducive,The committee members will _____ about the best approach to solve this difficult problem.
3,conducive,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,conducive,The detective tried to _____ what had happened by examining all the clues carefully.
3,conducive,Students are expected to _____ their ideas during group discussions in class.
3,conducive,The headteacher had to _____ the situation before deciding on the appropriate action.
3,conferred,The teachers _____ about the best way to help him.
3,conferred,The two friends decided to _____ about where to go for their school trip.
3,conferred,"Before the school play, the director needed to _____ with all the actors about their roles."
3,conferred,The teachers will _____ about the best way to help struggling students.
3,conferred,They decided to _____ the award to the most deserving candidate.
3,conferred,The committee members will _____ honours upon the winners at the ceremony.
3,conferred,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,conferred,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,conferred,The scientists needed to _____ their findings with additional evidence from other studies.
3,conferred,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,confiscate,The teacher will _____ any phones used in class.
3,confiscate,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,confiscate,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,confiscate,The scientists needed to _____ their findings with additional evidence from other studies.
3,confiscate,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,confiscate,The committee members will _____ about the best approach to solve this difficult problem.
3,confiscate,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,confiscate,The detective tried to _____ what had happened by examining all the clues carefully.
3,confiscate,Students are expected to _____ their ideas during group discussions in class.
3,confiscate,The headteacher had to _____ the situation before deciding on the appropriate action.
3,confiscated,The _____ items were kept in the headteacher's office.
3,confiscated,The _____ items were kept safely in the headteacher's office until collection.
3,confiscated,All _____ mobile phones would be returned at the end of the school day.
3,confiscated,The _____ equipment remained locked away in the storage cupboard.
3,confiscated,Parents were notified about the _____ belongings found in their child's bag.
3,confiscated,The _____ toys were placed in a box to be collected later.
3,confiscated,The mayor pointed out the _____ on the stage.
3,confiscated,The musician discussed the _____ before sunset in the story.
3,confiscated,The judge pointed out the _____ during the match.
3,confiscated,The librarian discussed the _____ in the debate during the task.
3,congenial,The _____ atmosphere made everyone feel welcome in the practice session.
3,congenial,The new student found the classroom atmosphere very _____ and welcoming.
3,congenial,Her _____ smile made everyone feel comfortable and at ease.
3,congenial,The _____ teacher always greeted students with enthusiasm each morning.
3,congenial,They enjoyed the _____ conversation during their lunch break together.
3,congenial,The _____ environment helped everyone work together successfully in class.
3,congenial,A neighbour gave a _____ reply in the library.
3,congenial,A neighbour asked a _____ question in the library.
3,congenial,His sister used a _____ approach at home during the lesson.
3,congenial,The captain asked a _____ question in the playground.
3,connoisseur,The _____ could identify wines by their taste alone.
3,connoisseur,The judge pointed out the _____ during the match.
3,connoisseur,The coach described the _____ in class at school.
3,connoisseur,The gardener described the _____ during practice during the activity.
3,connoisseur,The team pointed out the _____ before the exam.
3,connoisseur,The reporter recorded the _____ after lunch in the library.
3,connoisseur,The class recorded the _____ after the storm during the discussion.
3,connoisseur,Her _____ was obvious from her actions and words.
3,connoisseur,The _____ helped explain what had happened during the incident.
3,connoisseur,People discussed the _____ at length during their conversation.
3,conscious,She was fully _____ after the operation in the exercise.
3,conscious,She was fully _____ after the short nap and ready to continue studying.
3,conscious,The patient became _____ shortly after the operation was completed.
3,conscious,He remained _____ of everything happening around him during the lesson.
3,conscious,The doctor offered a _____ explanation in the hallway.
3,conscious,His sister made a _____ choice at home in the story.
3,conscious,A neighbour gave a _____ reply in the library.
3,conscious,The headteacher offered a _____ explanation in the village.
3,conscious,The inspector gave a _____ reply during the trip.
3,conscious,The judge used a _____ approach during the match.
3,consenting,All _____ parties signed the agreement during the task.
3,consenting,The inspector recorded the _____ during the trip in the practice session.
3,consenting,The teacher noticed the _____ during assembly in class.
3,consenting,The reporter recorded the _____ after lunch during the lesson.
3,consenting,The librarian described the _____ in the debate at school.
3,consenting,A neighbour noticed the _____ in the library during the activity.
3,consenting,The musician discussed the _____ before sunset in the library.
3,consenting,Her _____ was obvious from her actions and words.
3,consenting,The _____ helped explain what had happened during the incident.
3,consenting,People discussed the _____ at length during their conversation.
3,consistency,_____ in practice leads to improvement during the discussion.
3,consistency,The _____ in her practice schedule helped her improve steadily.
3,consistency,Maintaining _____ in your studies leads to better results over time.
3,consistency,His _____ in following the rules impressed all his teachers.
3,consistency,The captain noticed the _____ in the playground in the exercise.
3,consistency,His sister discussed the _____ at home in the story.
3,consistency,The coach described the _____ in class during the task.
3,consistency,The team pointed out the _____ before the exam.
3,consistency,The inspector asked about the _____ during the trip.
3,consistency,The judge pointed out the _____ during the match.
3,constant,The _____ noise from the traffic was annoying in the practice session.
3,constant,The coach used a _____ approach in class in class.
3,constant,The reporter offered a _____ explanation after lunch during the lesson.
3,constant,A visitor wrote a _____ answer at the market.
3,constant,The inspector asked a _____ question during the trip.
3,constant,The pupil gave a _____ reply at the museum.
3,constant,The inspector offered a _____ explanation during the trip.
3,constant,The librarian made a _____ choice in the debate.
3,constant,The _____ quality made it truly special and unique.
3,constant,It seemed _____ to all who witnessed the event firsthand.
3,constraint,Time _____ meant they couldn't finish the entire project.
3,constraint,The budget _____ prevented them from buying everything they wanted.
3,constraint,Working within the _____ helped them focus on what was most important.
3,constraint,The pupil recorded the _____ at the museum at school.
3,constraint,The teacher recorded the _____ during assembly during the activity.
3,constraint,The musician pointed out the _____ before sunset in the library.
3,constraint,The doctor noticed the _____ in the hallway during the discussion.
3,constraint,The inspector asked about the _____ during the trip.
3,constraint,The mayor discussed the _____ on the stage in the exercise.
3,constraint,Her _____ was obvious from her actions and words.
3,contemplate,She sat by the window to _____ her future.
3,contemplate,She sat quietly in the garden to _____ her future plans for secondary school.
3,contemplate,"Before choosing a book, he liked to _____ which story would be most interesting."
3,contemplate,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,contemplate,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,contemplate,The scientists needed to _____ their findings with additional evidence from other studies.
3,contemplate,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,contemplate,The committee members will _____ about the best approach to solve this difficult problem.
3,contemplate,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,contemplate,The detective tried to _____ what had happened by examining all the clues carefully.
3,contented,The _____ cat purred on the warm windowsill in the story.
3,contented,The _____ cat purred contentedly while sitting on the warm windowsill.
3,contented,"After receiving excellent marks, she felt completely _____ with her efforts."
3,contented,His _____ expression showed that he was pleased with the results.
3,contented,The class noticed the _____ after the storm during the task.
3,contented,The teacher noticed the _____ during assembly in the practice session.
3,contented,The team pointed out the _____ before the exam.
3,contented,The captain noticed the _____ in the playground in class.
3,contented,His sister described the _____ at home during the lesson.
3,contented,Her brother asked about the _____ at school at school.
3,contribute,Everyone was asked to _____ ideas for the project.
3,contribute,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,contribute,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,contribute,The scientists needed to _____ their findings with additional evidence from other studies.
3,contribute,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,contribute,The committee members will _____ about the best approach to solve this difficult problem.
3,contribute,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,contribute,The detective tried to _____ what had happened by examining all the clues carefully.
3,contribute,Students are expected to _____ their ideas during group discussions in class.
3,contribute,The headteacher had to _____ the situation before deciding on the appropriate action.
3,contrived,The happy ending felt _____ and unbelievable during the activity.
3,contrived,The happy ending felt _____ and didn't match the rest of the story.
3,contrived,Her smile seemed _____ because her eyes showed she was actually upset.
3,contrived,The _____ dialogue in the play made it difficult to believe the characters.
3,contrived,The captain noticed the _____ in the playground in the library.
3,contrived,The pupil noticed the _____ at the museum during the discussion.
3,contrived,The reporter noticed the _____ after lunch in the exercise.
3,contrived,Her brother noticed the _____ at school in the story.
3,contrived,His sister described the _____ at home during the task.
3,contrived,A neighbour asked about the _____ in the library.
3,convoluted,The _____ plot of the film confused everyone in the practice session.
3,convoluted,The _____ plot of the mystery novel confused many readers.
3,convoluted,His explanation was so _____ that nobody could understand it properly.
3,convoluted,The _____ instructions made it nearly impossible to complete the task.
3,convoluted,The headteacher asked about the _____ in the village.
3,convoluted,The librarian discussed the _____ in the debate in class.
3,convoluted,The coach described the _____ in class during the lesson.
3,convoluted,His sister pointed out the _____ at home at school.
3,convoluted,The inspector asked about the _____ during the trip.
3,convoluted,The musician described the _____ before sunset during the activity.
3,corroborate,The witness was able to _____ what the other person had seen at the scene.
3,corroborate,Several students could _____ that the event had happened exactly as described.
3,corroborate,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,corroborate,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,corroborate,The scientists needed to _____ their findings with additional evidence from other studies.
3,corroborate,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,corroborate,The committee members will _____ about the best approach to solve this difficult problem.
3,corroborate,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,corroborate,The detective tried to _____ what had happened by examining all the clues carefully.
3,corroborate,Students are expected to _____ their ideas during group discussions in class.
3,corrosive,The _____ acid damaged the metal surface in the library.
3,corrosive,The librarian wrote a _____ answer in the debate.
3,corrosive,Her brother gave a _____ reply at school during the discussion.
3,corrosive,The teacher gave a _____ reply during assembly in the exercise.
3,corrosive,The reporter gave a _____ reply after lunch in the story.
3,corrosive,The team used a _____ approach before the exam.
3,corrosive,The team wrote a _____ answer before the exam.
3,corrosive,The headteacher asked a _____ question in the village.
3,corrosive,The _____ quality made it truly special and unique.
3,corrosive,It seemed _____ to all who witnessed the event firsthand.
3,credence,Nobody gave _____ to his unlikely story during the task.
3,credence,The headteacher recorded the _____ in the village in the practice session.
3,credence,The captain noticed the _____ in the playground in class.
3,credence,A visitor discussed the _____ at the market during the lesson.
3,credence,The pupil asked about the _____ at the museum.
3,credence,The team pointed out the _____ before the exam.
3,credence,A neighbour asked about the _____ in the library.
3,credence,Her _____ was obvious from her actions and words.
3,credence,The _____ helped explain what had happened during the incident.
3,credence,People discussed the _____ at length during their conversation.
3,credulous,The _____ child believed everything she was told at school.
3,credulous,The _____ child believed every story her older brother told her.
3,credulous,Being too _____ can sometimes lead to believing things that aren't true.
3,credulous,Her _____ nature made her an easy target for practical jokes.
3,credulous,A neighbour offered a _____ explanation in the library.
3,credulous,The guide used a _____ approach on the journey.
3,credulous,The judge wrote a _____ answer during the match.
3,credulous,The judge used a _____ approach during the match.
3,credulous,The teacher gave a _____ reply during assembly during the activity.
3,credulous,The headteacher asked a _____ question in the village.
3,crest-fallen,He looked _____ when he discovered he hadn't won the competition.
3,crest-fallen,Her _____ expression showed how disappointed she was with the news.
3,crest-fallen,The _____ team walked slowly off the pitch after losing the match.
3,crest-fallen,He refused to _____ the offer in the library.
3,crest-fallen,She tried to _____ the mistake quickly during the discussion.
3,crest-fallen,They had to _____ the rope before crossing in the exercise.
3,crest-fallen,We must _____ the evidence carefully in the story.
3,crest-fallen,The teacher asked the class to _____ the rule.
3,crest-fallen,They had to _____ the rope before crossing during assembly.
3,crest-fallen,They had to _____ the rope before crossing during the lesson.
3,culpable,He was found _____ for the damage to the car.
3,culpable,He was found _____ for breaking the school window with his football.
3,culpable,The investigation showed that she was _____ of the mistake.
3,culpable,Being _____ meant he had to face the consequences of his actions.
3,culpable,The mayor made a _____ choice on the stage.
3,culpable,A visitor wrote a _____ answer at the market.
3,culpable,The class offered a _____ explanation after the storm.
3,culpable,The inspector offered a _____ explanation during the trip.
3,culpable,The gardener wrote a _____ answer during practice during the task.
3,culpable,A visitor used a _____ approach at the market.
3,customary,It is _____ to bring a gift to a birthday party.
3,customary,It is _____ to bring a small gift when visiting someone's home.
3,customary,The _____ greeting in their culture involves shaking hands firmly.
3,customary,"Following _____ practice, they celebrated the occasion with a special meal."
3,customary,The gardener made a _____ choice during practice in the practice session.
3,customary,The teacher asked a _____ question during assembly in class.
3,customary,A visitor made a _____ choice at the market.
3,customary,The mayor made a _____ choice on the stage.
3,customary,The teacher gave a _____ reply during assembly during the lesson.
3,customary,The captain gave a _____ reply in the playground.
3,cynicism,His _____ made him doubt everyone's kindness at school.
3,cynicism,The musician described the _____ before sunset during the activity.
3,cynicism,The class asked about the _____ after the storm.
3,cynicism,The coach discussed the _____ in class in the library.
3,cynicism,The judge described the _____ during the match during the discussion.
3,cynicism,Her brother asked about the _____ at school in the exercise.
3,cynicism,The judge discussed the _____ during the match in the story.
3,cynicism,Her _____ was obvious from her actions and words.
3,cynicism,The _____ helped explain what had happened during the incident.
3,cynicism,People discussed the _____ at length during their conversation.
3,debilitate,The illness began to _____ her over time during the task.
3,debilitate,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,debilitate,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,debilitate,The scientists needed to _____ their findings with additional evidence from other studies.
3,debilitate,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,debilitate,The committee members will _____ about the best approach to solve this difficult problem.
3,debilitate,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,debilitate,The detective tried to _____ what had happened by examining all the clues carefully.
3,debilitate,Students are expected to _____ their ideas during group discussions in class.
3,debilitate,The headteacher had to _____ the situation before deciding on the appropriate action.
3,decadent,The _____ chocolate cake was irresistible in the practice session.
3,decadent,The _____ chocolate cake was too tempting to resist.
3,decadent,They enjoyed the _____ meal at the fancy restaurant.
3,decadent,The _____ decorations made the party feel very special indeed.
3,decadent,The doctor asked a _____ question in the hallway.
3,decadent,The reporter asked a _____ question after lunch in class.
3,decadent,The class asked a _____ question after the storm.
3,decadent,The teacher offered a _____ explanation during assembly during the lesson.
3,decadent,The musician used a _____ approach before sunset at school.
3,decadent,The musician made a _____ choice before sunset during the activity.
3,decisive,The _____ captain led the team to victory in the library.
3,decisive,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,decisive,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,decisive,The scientists needed to _____ their findings with additional evidence from other studies.
3,decisive,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,decisive,The committee members will _____ about the best approach to solve this difficult problem.
3,decisive,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,decisive,The detective tried to _____ what had happened by examining all the clues carefully.
3,decisive,Students are expected to _____ their ideas during group discussions in class.
3,decisive,The headteacher had to _____ the situation before deciding on the appropriate action.
3,deduction,Her _____ about the thief was absolutely correct during the discussion.
3,deduction,Her _____ about who had taken the missing book was absolutely correct.
3,deduction,"Through careful observation, he made a logical _____ about the problem."
3,deduction,The detective's _____ helped solve the mystery completely in the exercise.
3,deduction,The class asked about the _____ after the storm.
3,deduction,The librarian pointed out the _____ in the debate.
3,deduction,The class noticed the _____ after the storm in the story.
3,deduction,His sister pointed out the _____ at home during the task.
3,deduction,The inspector recorded the _____ during the trip in the practice session.
3,deduction,The team pointed out the _____ before the exam.
3,deference,The students showed _____ to their elderly teacher in class.
3,deference,The students showed _____ behaviour towards their elderly teacher.
3,deference,Her _____ attitude impressed everyone at the school assembly.
3,deference,They listened with _____ attention to the guest speaker's presentation.
3,deference,The librarian discussed the _____ in the debate during the lesson.
3,deference,His sister described the _____ at home at school.
3,deference,The class noticed the _____ after the storm during the activity.
3,deference,The librarian described the _____ in the debate in the library.
3,deference,The doctor recorded the _____ in the hallway during the discussion.
3,deference,The coach pointed out the _____ in class in the exercise.
3,defiance,His _____ of the rules resulted in detention in the story.
3,defiance,His _____ refusal to follow the rules resulted in a detention.
3,defiance,The student's _____ attitude towards authority caused problems during the task.
3,defiance,Her _____ behaviour showed she wasn't afraid to stand up for herself.
3,defiance,The doctor recorded the _____ in the hallway in the practice session.
3,defiance,The reporter recorded the _____ after lunch in class.
3,defiance,The reporter noticed the _____ after lunch during the lesson.
3,defiance,The class noticed the _____ after the storm at school.
3,defiance,The musician described the _____ before sunset during the activity.
3,defiance,The mayor described the _____ on the stage in the library.
3,degenerate,Standards began to _____ after the change during the discussion.
3,degenerate,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,degenerate,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,degenerate,The scientists needed to _____ their findings with additional evidence from other studies.
3,degenerate,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,degenerate,The committee members will _____ about the best approach to solve this difficult problem.
3,degenerate,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,degenerate,The detective tried to _____ what had happened by examining all the clues carefully.
3,degenerate,Students are expected to _____ their ideas during group discussions in class.
3,degenerate,The headteacher had to _____ the situation before deciding on the appropriate action.
3,deliberate,The _____ mistake was part of his clever plan.
3,deliberate,The _____ mistake was actually part of his clever plan.
3,deliberate,She made a _____ choice to help her friend despite the consequences.
3,deliberate,His _____ decision to speak up showed great courage.
3,deliberate,The teacher asked the class to _____ the rule.
3,deliberate,She tried to _____ the mistake quickly in the exercise.
3,deliberate,He refused to _____ the offer in the story.
3,deliberate,They had to _____ the rope before crossing during the task.
3,deliberate,We must _____ the evidence carefully in the practice session.
3,deliberate,They had to _____ the rope before crossing during assembly.
3,delightful,The _____ garden was full of beautiful flowers in class.
3,delightful,The new student found the classroom atmosphere very _____ and welcoming.
3,delightful,Her _____ smile made everyone feel comfortable and at ease.
3,delightful,The _____ teacher always greeted students with enthusiasm each morning.
3,delightful,They enjoyed the _____ conversation during their lunch break together.
3,delightful,The _____ environment helped everyone work together successfully during the lesson.
3,delightful,The teacher asked a _____ question during assembly at school.
3,delightful,The captain offered a _____ explanation in the playground.
3,delightful,The headteacher gave a _____ reply in the village.
3,delightful,The class gave a _____ reply after the storm.
3,delineate,The teacher had to _____ the mobile phone because the student was using it during the lesson.
3,delineate,"Before making such an important decision, you should _____ all the possible outcomes carefully."
3,delineate,The scientists needed to _____ their findings with additional evidence from other studies.
3,delineate,Her parents would _____ any electronic devices if she didn't complete her homework on time.
3,delineate,The committee members will _____ about the best approach to solve this difficult problem.
3,delineate,"To improve your skills, you must _____ regularly and stay focused on your goals."
3,delineate,The detective tried to _____ what had happened by examining all the clues carefully.
3,delineate,Students are expected to _____ their ideas during group discussions in class.
