level,word,quiz_sentence
3,contemplate,She had <blank> the problem from every angle.
3,contented,She had felt <blank> with her lot.
3,contented,The <blank> expression on his face had been genuine.
3,contented,His <blank> sigh had suggested satisfaction.
3,contented,The <blank> cow had lain in the shade.
3,contented,She had been <blank> to stay at home.
3,contented,His <blank> manner had reassured the children.
3,contented,The <blank> silence had been companionable.
3,contented,She had lived a <blank> life in the village.
3,contented,His <blank> retirement had been well earned.
3,contented,The <blank> hum of the bees had filled the garden.
3,contribute,She had been asked to <blank> to the discussion.
3,contribute,His <blank> to the field had been significant.
3,contribute,They had <blank> money to the appeal.
3,contribute,The <blank> of the volunteers had been invaluable.
3,contribute,She had refused to <blank> to the cost.
3,contribute,His <blank> had made the difference.
3,contribute,The article had <blank> to the debate.
3,contribute,She had <blank> her time to the project.
3,contribute,His <blank> had been acknowledged in the preface.
3,contribute,The factor had <blank> to the delay.
3,contrived,The <blank> excuse had fooled no one.
3,contrived,She had found the plot too <blank>.
3,contrived,The <blank> meeting had been set up by her mother.
3,contrived,His <blank> smile had looked forced.
3,contrived,The <blank> ending had disappointed the audience.
3,contrived,She had <blank> a way to see him again.
3,contrived,The <blank> coincidence had been too neat.
3,contrived,His <blank> manner had put her off.
3,contrived,The <blank> device had been used before.
3,contrived,She had seen through the <blank> story.
3,convoluted,The <blank> explanation had confused everyone.
3,convoluted,She had struggled through the <blank> prose.
3,convoluted,The <blank> plot had lost the reader.
3,convoluted,His <blank> argument had been hard to follow.
3,convoluted,The <blank> path had led through the woods.
3,convoluted,She had simplified the <blank> process.
3,convoluted,The <blank> sentence had needed parsing.
3,convoluted,His <blank> reasoning had obscured the truth.
3,convoluted,The <blank> route had added an hour.
3,convoluted,She had untangled the <blank> bureaucracy.
3,corroborate,The witness had <blank> her story.
3,corroborate,She had found nothing to <blank> the claim.
3,corroborate,The evidence had <blank> his alibi.
3,corroborate,He had <blank> the report with his own findings.
3,corroborate,The <blank> testimony had been crucial.
3,corroborate,She had sought to <blank> the account.
3,corroborate,The document had <blank> what she had said.
3,corroborate,His version had been <blank> by two others.
3,corroborate,The <blank> evidence had sealed the case.
3,corroborate,She had been unable to <blank> the rumour.
3,corrosive,The <blank> substance had damaged the pipe.
3,corrosive,His <blank> wit had hurt more than it amused.
3,corrosive,The <blank> effect of the chemical had been noted.
3,corrosive,She had used a <blank> cleaner.
3,corrosive,The <blank> influence of the gossip had spread.
3,corrosive,His <blank> comments had undermined morale.
3,corrosive,The <blank> acid had eaten through the metal.
3,corrosive,She had been shocked by his <blank> tone.
3,corrosive,The <blank> nature of the debate had troubled her.
3,corrosive,His <blank> personality had driven people away.
3,credence,She had given no <blank> to the rumour.
3,credence,The <blank> of the theory had grown.
3,credence,His story had gained <blank> when the second witness spoke.
3,credence,The <blank> of the source was questionable.
3,credence,She had lent <blank> to the idea.
3,credence,The <blank> of the claim had been destroyed.
3,credence,His <blank> had been misplaced.
3,credence,The <blank> of the evidence was strong.
3,credence,She had refused to give <blank> to the excuse.
3,credence,The <blank> of the document was verified.
3,credulous,She had been too <blank> and had been deceived.
3,credulous,The <blank> audience had believed every word.
3,credulous,His <blank> nature had made him an easy target.
3,credulous,The <blank> acceptance of the story had surprised her.
3,credulous,She had not been <blank> enough to fall for it.
3,credulous,The <blank> child had swallowed the tale.
3,credulous,His <blank> trust had been betrayed.
3,credulous,The <blank> press had printed the hoax.
3,credulous,She had warned him against being <blank>.
3,credulous,The <blank> expression on his face had been pitiful.
3,crest-fallen,She had been <blank> after the rejection.
3,crest-fallen,The <blank> team had left the pitch in silence.
3,crest-fallen,His <blank> expression had said it all.
3,crest-fallen,The <blank> candidate had conceded defeat.
3,crest-fallen,She had looked <blank> when she heard the news.
3,crest-fallen,The <blank> children had lost the match.
3,crest-fallen,His <blank> demeanour had been hard to miss.
3,crest-fallen,The <blank> dog had been scolded.
3,crest-fallen,She had tried to cheer up the <blank> group.
3,crest-fallen,His <blank> reply had ended the conversation.
3,culpable,She had been found <blank> of negligence.
3,culpable,The <blank> party had been identified.
3,culpable,His <blank> behaviour had been documented.
3,culpable,The <blank> officer had been suspended.
3,culpable,She had denied being <blank> in any way.
3,culpable,The <blank> neglect had led to the accident.
3,culpable,His <blank> silence had made him complicit.
3,culpable,The <blank> driver had been charged.
3,culpable,She had felt <blank> for the part she had played.
3,culpable,The <blank> failure had been systemic.
3,customary,It was <blank> to bow when entering.
3,customary,She had followed the <blank> procedure.
3,customary,The <blank> fee had been waived.
3,customary,His <blank> courtesy had been noted.
3,customary,The <blank> practice had been abandoned.
3,customary,She had received the <blank> welcome.
3,customary,The <blank> silence had fallen at dusk.
3,customary,His <blank> caution had served him well.
3,customary,The <blank> tip had been included.
3,customary,She had departed from the <blank> format.
3,cynicism,Her <blank> had been born of experience.
3,cynicism,The <blank> of the press had been justified.
3,cynicism,His <blank> had made him hard to work with.
3,cynicism,The <blank> in his voice had been unmistakable.
3,cynicism,She had been accused of <blank>.
3,cynicism,The <blank> of the age had affected them all.
3,cynicism,His <blank> had hidden a wounded idealism.
3,cynicism,The <blank> of the remark had stung.
3,cynicism,She had tried to resist <blank>.
3,cynicism,The <blank> had been contagious.
3,debilitate,The illness had <blank> him for months.
3,debilitate,She had been <blank> by the heat.
3,debilitate,The <blank> effect of the drug had been severe.
3,debilitate,His condition had <blank> his ability to work.
3,debilitate,The <blank> disease had spread through the herd.
3,debilitate,She had felt <blank> by the stress.
3,debilitate,The <blank> injury had ended his career.
3,debilitate,His <blank> state had worried his family.
3,debilitate,The <blank> poverty had trapped the community.
3,debilitate,She had been <blank> by the loss.
3,decadent,The <blank> lifestyle had ruined his health.
3,decadent,She had indulged in a <blank> dessert.
3,decadent,The <blank> society had fallen to the invaders.
3,decadent,His <blank> tastes had been expensive.
3,decadent,The <blank> period had produced great art.
3,decadent,She had found the <blank> charm of the hotel appealing.
3,decadent,The <blank> empire had been in decline.
3,decadent,His <blank> habits had been the talk of the town.
3,decadent,The <blank> atmosphere had suited the occasion.
3,decadent,She had written about the <blank> age.
3,decisive,She had taken <blank> action to end the dispute.
3,decisive,The <blank> moment had come at last.
3,decisive,His <blank> victory had surprised the pundits.
3,decisive,The <blank> factor had been the weather.
3,decisive,She had been <blank> in her response.
3,decisive,The <blank> battle had changed the course of the war.
3,decisive,His <blank> leadership had saved the company.
3,decisive,The <blank> vote had been unanimous.
3,decisive,She had played a <blank> role in the outcome.
3,decisive,The <blank> evidence had been presented.
3,deduction,The <blank> had been logical and sound.
3,deduction,She had made a brilliant <blank> from the clues.
3,deduction,The <blank> from his salary had been lawful.
3,deduction,His <blank> had led him to the truth.
3,deduction,The <blank> of tax had left little take-home pay.
3,deduction,She had followed the <blank> to its conclusion.
3,deduction,The <blank> had been flawed.
3,deduction,His <blank> had impressed the detective.
3,deduction,The <blank> had been based on faulty premises.
3,deduction,She had used <blank> to solve the puzzle.
3,deference,She had shown <blank> to her elders.
3,deference,The <blank> due to the office had been paid.
3,deference,His <blank> to the judge had been noted.
3,deference,The <blank> of the crowd had been touching.
3,deference,She had treated him with <blank>.
3,deference,The <blank> had been overdone.
3,deference,His <blank> had masked his true opinion.
3,deference,The <blank> shown to the guest had been proper.
3,deference,She had paid <blank> to his greater experience.
3,deference,The <blank> of the servant had been feigned.
3,defiance,Her <blank> had landed her in trouble.
3,defiance,The <blank> of the order had been deliberate.
3,defiance,His <blank> had inspired the others.
3,defiance,The <blank> in her eyes had been unmistakable.
3,defiance,She had acted in <blank> of the rules.
3,defiance,The <blank> of the crowd had grown.
3,defiance,His <blank> had cost him his place.
3,defiance,The <blank> had been met with force.
3,defiance,She had shown <blank> in the face of pressure.
3,defiance,The <blank> of the rebels had been crushed.
3,degenerate,The discussion had <blank> into a shouting match.
3,degenerate,She had watched him <blank> over the years.
3,degenerate,The <blank> state of the building had been condemned.
3,degenerate,His <blank> lifestyle had shocked his family.
3,degenerate,The <blank> condition of the manuscript had made it hard to read.
3,degenerate,She had refused to <blank> her standards.
3,degenerate,The <blank> tissue had been removed.
3,degenerate,His <blank> behaviour had been reported.
3,degenerate,The <blank> art had been controversial.
3,degenerate,She had seen the situation <blank> rapidly.
3,deliberate,She had made a <blank> choice to stay.
3,deliberate,The <blank> pace had tried their patience.
3,deliberate,His <blank> insult had been unforgivable.
3,deliberate,The <blank> act had been premeditated.
3,deliberate,She had spoken with <blank> care.
3,deliberate,The <blank> delay had been tactical.
3,deliberate,His <blank> omission had been noticed.
3,deliberate,The <blank> cruelty had shocked the court.
3,deliberate,She had taken <blank> steps to avoid him.
3,deliberate,The <blank> ambiguity had been intentional.
3,delightful,She had been a <blank> host.
3,delightful,The <blank> garden had been open to the public.
3,delightful,His <blank> sense of humour had lightened the meeting.
3,delightful,The <blank> surprise had made her day.
3,delightful,She had found the village <blank>.
3,delightful,The <blank> child had charmed everyone.
3,delightful,His <blank> manners had impressed her parents.
3,delightful,The <blank> weather had held for the picnic.
3,delightful,She had written a <blank> letter of thanks.
3,delightful,The <blank> aroma had drawn them to the kitchen.
3,delineate,She had <blank> the boundaries of the project.
3,delineate,The map had <blank> the disputed zone.
3,delineate,His speech had <blank> the main points.
3,delineate,The report had <blank> the responsibilities clearly.
3,delineate,She had <blank> her plan in a document.
3,delineate,The contract had <blank> the terms.
3,delineate,His sketch had <blank> the outline of the building.
3,delineate,The <blank> scope had been agreed.
3,delineate,She had <blank> the differences between the two.
3,delineate,The diagram had <blank> the process.
3,delirious,She had been <blank> with fever.
3,delirious,The <blank> crowd had celebrated long into the night.
3,delirious,His <blank> state had required sedation.
3,delirious,The <blank> joy of the win had been infectious.
3,delirious,She had been <blank> when she heard the news.
3,delirious,The <blank> patient had been restrained.
3,delirious,His <blank> ramblings had made no sense.
3,delirious,The <blank> happiness had brought tears to her eyes.
3,delirious,She had felt <blank> with relief.
3,delirious,The <blank> laughter had echoed in the hall.
3,demolished,The old hall had been <blank> to make way for the new.
3,demolished,She had <blank> his argument in two minutes.
3,demolished,The <blank> building had been unsafe.
3,demolished,His confidence had been <blank> by the criticism.
3,demolished,The <blank> bridge had been replaced.
3,demolished,She had <blank> the opposition in the debate.
3,demolished,The <blank> block had left a gap in the street.
3,demolished,His hopes had been <blank> by the result.
3,demolished,The <blank> shed had been cleared away.
3,demolished,She had <blank> a plate of sandwiches.
3,demotion,His <blank> had been a blow to his pride.
3,demotion,The <blank> had followed the incident.
3,demotion,She had accepted the <blank> rather than leave.
3,demotion,The <blank> had been unexpected.
3,demotion,His <blank> had been justified by his performance.
3,demotion,The <blank> had been a form of discipline.
3,demotion,She had fought the <blank> and won.
3,demotion,The <blank> had reduced his pay.
3,demotion,His <blank> had been temporary.
3,demotion,The <blank> had been announced in the memo.
3,depraved,The <blank> criminal had shown no remorse.
3,depraved,She had been shocked by his <blank> tastes.
3,depraved,The <blank> act had been condemned by all.
3,depraved,His <blank> mind had conceived the plot.
3,depraved,The <blank> conditions had corrupted the prisoners.
3,depraved,She had found the <blank> humour offensive.
3,depraved,The <blank> behaviour had been documented.
3,depraved,His <blank> lifestyle had been the subject of gossip.
3,depraved,The <blank> nature of the crime had horrified the jury.
3,depraved,She had accused him of <blank> indifference.
3,deprecate,She had <blank> the use of the old method.
3,deprecate,The update had <blank> the previous version.
3,deprecate,His <blank> remarks had offended the author.
3,deprecate,The software had <blank> the function.
3,deprecate,She had <blank> her own contribution modestly.
3,deprecate,The <blank> comment had been unnecessary.
3,deprecate,His tendency to <blank> himself had been annoying.
3,deprecate,The <blank> notice had been posted.
3,deprecate,She had <blank> the suggestion with a wave.
3,deprecate,The <blank> tone had been dismissive.
3,depressing,The <blank> news had cast a shadow over the day.
3,depressing,She had found the film <blank>.
3,depressing,The <blank> weather had matched his mood.
3,depressing,His <blank> prognosis had been hard to hear.
3,depressing,The <blank> statistics had made headlines.
3,depressing,She had been in a <blank> state for weeks.
3,depressing,The <blank> sight had stayed with her.
3,depressing,His <blank> account had dampened their spirits.
3,depressing,The <blank> outcome had been inevitable.
3,depressing,She had tried to avoid <blank> thoughts.
3,deranged,The <blank> man had been sectioned.
3,deranged,She had feared he was <blank> when he threatened her.
3,deranged,The <blank> killer had left a trail of clues.
3,deranged,His <blank> behaviour had alarmed the neighbours.
3,deranged,The <blank> laughter had echoed in the empty house.
3,deranged,She had described him as <blank> in her statement.
3,deranged,The <blank> mind had conceived the scheme.
3,deranged,His <blank> outburst had been witnessed by many.
3,deranged,The <blank> look in his eyes had frightened her.
3,deranged,She had refused to believe he was <blank>.
3,derision,Her idea had been met with <blank>.
3,derision,The <blank> of the crowd had been hard to bear.
3,derision,His <blank> had wounded her deeply.
3,derision,The <blank> had been audible from the back.
3,derision,She had faced <blank> when she spoke out.
3,derision,The <blank> had been unfair and cruel.
3,derision,His <blank> had made her more determined.
3,derision,The <blank> had turned to applause when she finished.
3,derision,She had laughed to hide her <blank>.
3,derision,The <blank> had been directed at the speaker.
3,derisive,The <blank> laughter had hurt more than the words.
3,derisive,She had made a <blank> comment about his tie.
3,derisive,The <blank> tone had been uncalled for.
3,derisive,His <blank> smile had suggested he knew better.
3,derisive,The <blank> applause had been insulting.
3,derisive,She had responded with a <blank> remark.
3,derisive,The <blank> article had damaged his reputation.
3,derisive,His <blank> attitude had put people off.
3,derisive,The <blank> nickname had stuck.
3,derisive,She had been shocked by the <blank> response.
3,desolate,The <blank> landscape had stretched for miles.
3,desolate,She had felt <blank> after the loss.
3,desolate,The <blank> building had stood empty for years.
3,desolate,His <blank> expression had said it all.
3,desolate,The <blank> road had led to the coast.
3,desolate,She had been left <blank> by his departure.
3,desolate,The <blank> village had been abandoned.
3,desolate,His <blank> cry had echoed in the valley.
3,desolate,The <blank> winter had taken its toll.
3,desolate,She had wandered the <blank> streets.
3,desperately,She had <blank> wanted to believe him.
3,desperately,The <blank> ill patient had been rushed to hospital.
3,desperately,He had been <blank> seeking work for months.
3,desperately,The <blank> poor family had appealed for help.
3,desperately,She had <blank> tried to reach the phone.
3,desperately,The <blank> needed supplies had finally arrived.
3,desperately,He had been <blank> in love with her.
3,desperately,The <blank> slow progress had frustrated them.
3,desperately,She had <blank> hoped for good news.
3,desperately,The <blank> hungry refugees had been fed.
3,despised,She had <blank> the man who had betrayed her.
3,despised,The <blank> tyrant had been overthrown.
3,despised,His <blank> rival had won the prize.
3,despised,The <blank> policy had been reversed.
3,despised,She had been <blank> by her former friends.
3,despised,The <blank> regime had fallen.
3,despised,His <blank> opponent had been gracious in defeat.
3,despised,The <blank> tax had been abolished.
3,despised,She had <blank> the lies he had told.
3,despised,The <blank> leader had fled the country.
3,detached,She had remained <blank> throughout the argument.
3,detached,The <blank> house had its own garden.
3,detached,His <blank> manner had made him hard to read.
3,detached,The <blank> retina had required surgery.
3,detached,She had written with <blank> objectivity.
3,detached,The <blank> tone had hidden his feelings.
3,detached,His <blank> attitude had been criticised.
3,detached,The <blank> style had suited the subject.
3,detached,She had felt <blank> from the celebration.
3,detached,The <blank> view had been clinical.
3,deteriorate,His health had begun to <blank>.
3,deteriorate,The <blank> situation had required action.
3,deteriorate,She had watched the relationship <blank>.
3,deteriorate,The <blank> conditions had forced an evacuation.
3,deteriorate,His work had <blank> in recent months.
3,deteriorate,The <blank> building had been condemned.
3,deteriorate,She had tried to stop things <blank>.
3,deteriorate,The <blank> weather had delayed the rescue.
3,deteriorate,His mood had <blank> as the day wore on.
3,deteriorate,The <blank> road had been closed.
3,deterrent,The harsh sentence had been intended as a <blank>.
3,deterrent,She had hoped the fine would act as a <blank>.
3,deterrent,The <blank> effect had been minimal.
3,deterrent,His presence had been a <blank> to trouble.
3,deterrent,The <blank> had failed to stop the crime.
3,deterrent,She had seen the warning as a <blank>.
3,deterrent,The <blank> force had been deployed.
3,deterrent,His reputation had been a <blank> to fraudsters.
3,deterrent,The <blank> had been criticised as excessive.
3,deterrent,She had argued for a stronger <blank>.
3,detractors,His <blank> had been vocal but few.
3,detractors,She had ignored her <blank> and pressed on.
3,detractors,The <blank> had been proved wrong.
3,detractors,His <blank> had accused him of bias.
3,detractors,The <blank> had been silenced by the result.
3,detractors,She had answered her <blank> in the press.
3,detractors,The <blank> had been dismissed as jealous.
3,detractors,His <blank> had grown in number.
3,detractors,The <blank> had pointed to flaws in the plan.
3,detractors,She had won over some of her <blank>.
3,diametrically,The two views were <blank> opposed.
3,diametrically,She had taken a <blank> opposite position.
3,diametrically,The <blank> different approaches had caused conflict.
3,diametrically,His opinion was <blank> opposed to hers.
3,diametrically,The <blank> opposite result had surprised everyone.
3,diametrically,She had found herself <blank> opposed to the plan.
3,diametrically,The <blank> opposed factions had refused to meet.
3,diametrically,His <blank> opposite view had been noted.
3,diametrically,The two were <blank> opposed on every issue.
3,diametrically,She had moved to a <blank> opposite position.
3,diffident,She had been too <blank> to speak up.
3,diffident,His <blank> manner had hidden his talent.
3,diffident,The <blank> pupil had needed encouragement.
3,diffident,She had given a <blank> reply.
3,diffident,His <blank> smile had been charming.
3,diffident,The <blank> candidate had impressed at the interview.
3,diffident,She had overcome her <blank> nature.
3,diffident,His <blank> approach had been mistaken for coldness.
3,diffident,The <blank> child had clung to her mother.
3,diffident,She had been <blank> about her chances.
3,dilapidated,The <blank> barn had been demolished.
3,dilapidated,She had bought the <blank> cottage cheaply.
3,dilapidated,The <blank> state of the road had slowed traffic.
3,dilapidated,His <blank> appearance had suggested hardship.
3,dilapidated,The <blank> building had been restored.
3,dilapidated,She had walked past the <blank> factory every day.
3,dilapidated,The <blank> fence had failed to keep the sheep in.
3,dilapidated,His <blank> car had barely passed the test.
3,dilapidated,The <blank> pier had been closed to the public.
3,dilapidated,She had been shocked by the <blank> conditions.
3,diligence,Her <blank> had been rewarded with promotion.
3,diligence,The <blank> of the search had been thorough.
3,diligence,His <blank> had impressed his teachers.
3,diligence,The <blank> of the clerk had found the error.
3,diligence,She had applied herself with <blank>.
3,diligence,The <blank> of the investigation was noted.
3,diligence,His <blank> had paid off in the exam.
3,diligence,The <blank> of the team had been commendable.
3,diligence,She had shown great <blank> in her research.
3,diligence,The <blank> of the lawyer had saved the case.
3,diligent,She had been a <blank> student.
3,diligent,The <blank> worker had been promoted.
3,diligent,His <blank> research had uncovered the truth.
3,diligent,The <blank> nurse had checked on the patient hourly.
3,diligent,She had been <blank> in her duties.
3,diligent,The <blank> gardener had transformed the plot.
3,diligent,His <blank> efforts had been recognised.
3,diligent,The <blank> secretary had kept meticulous notes.
3,diligent,She had applied <blank> attention to the detail.
3,diligent,The <blank> pursuit of the suspect had paid off.
3,disarray,The room had been in <blank> when she returned.
3,disarray,The <blank> of the troops had been total.
3,disarray,She had found the accounts in <blank>.
3,disarray,The <blank> in the ranks had been exploited.
3,disarray,His <blank> thoughts had refused to settle.
3,disarray,The <blank> of the papers had suggested a hurried search.
3,disarray,She had left the office in <blank>.
3,disarray,The <blank> of the opposition had been evident.
3,disarray,His <blank> hair had suggested he had been running.
3,disarray,The <blank> had been caused by the news.
3,discerning,She had a <blank> eye for quality.
3,discerning,The <blank> critic had praised the performance.
3,discerning,His <blank> taste had shaped the collection.
3,discerning,The <blank> reader would spot the allusion.
3,discerning,She had been <blank> enough to see through the flattery.
3,discerning,The <blank> buyer had noticed the flaw.
3,discerning,His <blank> remarks had been insightful.
3,discerning,The <blank> audience had appreciated the nuance.
3,discerning,She had a <blank> palate.
3,discerning,The <blank> judge had awarded the prize.
3,discombobulated,She had felt <blank> after the long flight.
3,discombobulated,The <blank> expression on his face had been comical.
3,discombobulated,His <blank> state had been caused by the news.
3,discombobulated,The <blank> traveller had lost all sense of time.
3,discombobulated,She had been <blank> by the sudden change.
3,discombobulated,The <blank> patient had needed reassurance.
3,discombobulated,His <blank> reply had made no sense.
3,discombobulated,The <blank> look had passed after a cup of tea.
3,discombobulated,She had left him <blank> with her question.
3,discombobulated,The <blank> crowd had milled about uncertainly.
3,discrepancy,The <blank> between the two accounts had been noted.
3,discrepancy,She had found a <blank> in the figures.
3,discrepancy,The <blank> had been investigated.
3,discrepancy,His <blank> in the story had been picked up.
3,discrepancy,The <blank> had been explained away.
3,discrepancy,She had pointed out the <blank> to the auditor.
3,discrepancy,The <blank> in the dates had been significant.
3,discrepancy,His <blank> had raised doubts.
3,discrepancy,The <blank> had been due to a typo.
3,discrepancy,She had resolved the <blank> with a phone call.
3,discriminating,She had a <blank> palate and refused the wine.
3,discriminating,The <blank> buyer had chosen carefully.
3,discriminating,His <blank> taste had been formed by travel.
3,discriminating,The <blank> critic had been harsh but fair.
3,discriminating,She had been <blank> in her choice of friends.
3,discriminating,The <blank> reader had relished the style.
3,discriminating,His <blank> eye had spotted the forgery.
3,discriminating,The <blank> audience had demanded the best.
3,discriminating,She had applied <blank> standards to the work.
3,discriminating,The <blank> collector had paid a high price.
3,dishevelled,His <blank> appearance had suggested a sleepless night.
3,dishevelled,She had arrived <blank> and out of breath.
3,dishevelled,The <blank> state of the room had alarmed her.
3,dishevelled,His <blank> hair had been the talk of the office.
3,dishevelled,The <blank> traveller had begged for a lift.
3,dishevelled,She had tried to tidy her <blank> dress.
3,dishevelled,The <blank> figure had emerged from the woods.
3,dishevelled,His <blank> clothes had betrayed his haste.
3,dishevelled,The <blank> child had been lost for hours.
3,dishevelled,She had never seen him so <blank>.
3,disintegrate,The plane had begun to <blank> in mid-air.
3,disintegrate,She had watched her marriage <blank> over the years.
3,disintegrate,The <blank> empire had left a power vacuum.
3,disintegrate,His confidence had <blank> under the questioning.
3,disintegrate,The <blank> coalition had failed to agree.
3,disintegrate,She had felt herself <blank> with stress.
3,disintegrate,The <blank> document had been reassembled.
3,disintegrate,His <blank> reputation had taken years to build.
3,disintegrate,The <blank> rock had crumbled to dust.
3,disintegrate,She had tried to stop the team <blank>.
3,disinterested,She had given a <blank> assessment of the dispute.
3,disinterested,The <blank> observer had noted the tension.
3,disinterested,His <blank> tone had suggested boredom.
3,disinterested,The <blank> party had mediated the deal.
3,disinterested,She had remained <blank> in the outcome.
3,disinterested,The <blank> judge had heard both sides.
3,disinterested,His <blank> attitude had been mistaken for coldness.
3,disinterested,The <blank> advice had been valuable.
3,disinterested,She had tried to appear <blank>.
3,disinterested,The <blank> bystander had witnessed the crash.
3,disparage,She had refused to <blank> her rival's work.
3,disparage,His <blank> remarks had been reported in the press.
3,disparage,The <blank> comment had hurt her feelings.
3,disparage,She had been accused of <blank> the scheme.
3,disparage,His tendency to <blank> others had cost him friends.
3,disparage,The <blank> tone had been uncalled for.
3,disparage,She had <blank> the offer as inadequate.
3,disparage,His <blank> of the opposition had been relentless.
3,disparage,The <blank> article had damaged morale.
3,disparage,She had not meant to <blank> his efforts.
3,disparaging,She had made <blank> remarks about his ability.
3,disparaging,The <blank> tone had been evident.
3,disparaging,His <blank> comments had been deleted.
3,disparaging,The <blank> review had affected sales.
3,disparaging,She had written a <blank> letter.
3,disparaging,The <blank> comparison had offended many.
3,disparaging,His <blank> attitude had been noted.
3,disparaging,The <blank> look had said it all.
3,disparaging,She had received <blank> feedback.
3,disparaging,His <blank> smile had been insulting.
3,disparate,The <blank> groups had found common ground.
3,disparate,She had tried to unite the <blank> elements.
3,disparate,The <blank> sources had agreed on one point.
3,disparate,His <blank> interests had made him hard to categorise.
3,disparate,The <blank> evidence had been pieced together.
3,disparate,She had drawn on <blank> influences.
3,disparate,The <blank> collection had lacked coherence.
3,disparate,His <blank> skills had been an asset.
3,disparate,The <blank> views had been reconciled.
3,disparate,She had brought together <blank> strands of thought.
3,dispassionate,She had given a <blank> analysis of the case.
3,dispassionate,The <blank> tone had hidden his feelings.
3,dispassionate,His <blank> assessment had been correct.
3,dispassionate,The <blank> observer had noted the facts.
3,dispassionate,She had remained <blank> throughout the debate.
3,dispassionate,The <blank> report had been widely quoted.
3,dispassionate,His <blank> manner had calmed the meeting.
3,dispassionate,The <blank> view had been hard to achieve.
3,dispassionate,She had tried to be <blank> about the result.
3,dispassionate,The <blank> discussion had lasted for hours.
3,disseminate,She had <blank> the information to all staff.
3,disseminate,The <blank> of the report had been delayed.
3,disseminate,His job had been to <blank> the findings.
3,disseminate,The <blank> of the rumour had been rapid.
3,disseminate,She had <blank> the leaflets in the street.
3,disseminate,The <blank> of the news had been controlled.
3,disseminate,His <blank> of the idea had been effective.
3,disseminate,The <blank> of the virus had been contained.
3,disseminate,She had <blank> the document by email.
3,disseminate,The <blank> of the doctrine had been his life's work.
3,dissipate,The fog had begun to <blank> at dawn.
3,dissipate,She had watched his anger <blank>.
3,dissipate,The <blank> crowd had drifted away.
3,dissipate,His energy had <blank> as the day wore on.
3,dissipate,The <blank> heat had made the room unbearable.
3,dissipate,She had tried to <blank> the tension with a joke.
3,dissipate,The <blank> funds had been traced.
3,dissipate,His hopes had <blank> when the letter arrived.
3,dissipate,The <blank> storm had left damage in its wake.
3,dissipate,She had felt her strength <blank>.
3,distasteful,She had found the task <blank>.
3,distasteful,The <blank> remark had been withdrawn.
3,distasteful,His <blank> jokes had offended the guests.
3,distasteful,The <blank> subject had been avoided.
3,distasteful,She had considered the offer <blank>.
3,distasteful,The <blank> spectacle had drawn complaints.
3,distasteful,His <blank> behaviour had been reported.
3,distasteful,The <blank> comparison had been unfair.
3,distasteful,She had made a <blank> compromise.
3,distasteful,The <blank> duty had fallen to her.
3,distinguished,She had had a <blank> career in medicine.
3,distinguished,The <blank> guest had been seated at the head of the table.
3,distinguished,His <blank> appearance had commanded respect.
3,distinguished,The <blank> professor had written many books.
3,distinguished,She had been <blank> by her grey hair and bearing.
3,distinguished,The <blank> service had been recognised with a medal.
3,distinguished,His <blank> record spoke for itself.
3,distinguished,The <blank> visitor had been shown to the best room.
3,distinguished,She had <blank> herself in the field.
3,distinguished,The <blank> gathering had included several knights.
3,distressing,The <blank> news had been broken gently.
3,distressing,She had found the film <blank>.
3,distressing,The <blank> sight had stayed with her.
3,distressing,His <blank> account had moved the jury.
3,distressing,The <blank> incident had been reported to the police.
3,distressing,She had been through a <blank> ordeal.
3,distressing,The <blank> statistics had prompted action.
3,distressing,His <blank> condition had worsened.
3,distressing,The <blank> letter had arrived that morning.
3,distressing,She had tried to forget the <blank> detail.
3,disturbing,The <blank> dream had woken her.
3,disturbing,She had found the report <blank>.
3,disturbing,The <blank> trend had been noted.
3,disturbing,His <blank> behaviour had been reported.
3,disturbing,The <blank> noise had continued all night.
3,disturbing,She had had a <blank> thought.
3,disturbing,The <blank> image had been removed.
3,disturbing,His <blank> calm had been eerie.
3,disturbing,The <blank> similarity had struck her.
3,disturbing,She had found his silence <blank>.
3,divergent,The <blank> views had made agreement impossible.
3,divergent,She had taken a <blank> path from her sister.
3,divergent,The <blank> opinions had been debated.
3,divergent,His <blank> interests had pulled him in different directions.
3,divergent,The <blank> roads had led to different villages.
3,divergent,She had noted the <blank> accounts.
3,divergent,The <blank> evolution of the species had been studied.
3,divergent,His <blank> approach had been controversial.
3,divergent,The <blank> strands had been woven together.
3,divergent,She had tried to reconcile the <blank> claims.
3,dogmatic,She had found his <blank> views hard to accept.
3,dogmatic,The <blank> tone had ended the discussion.
3,dogmatic,His <blank> insistence had put people off.
3,dogmatic,The <blank> statement had allowed no reply.
3,dogmatic,She had been accused of being <blank>.
3,dogmatic,The <blank> approach had failed before.
3,dogmatic,His <blank> belief had been unshakeable.
3,dogmatic,The <blank> doctrine had been challenged.
3,dogmatic,She had resisted his <blank> pressure.
3,dogmatic,The <blank> reply had closed the matter.
3,duration,The <blank> of the meeting had been two hours.
3,duration,She had stayed for the <blank> of the play.
3,duration,The <blank> of the contract had been five years.
3,duration,His <blank> of stay had been limited.
3,duration,The <blank> of the pain had been brief.
3,duration,She had been in post for the <blank> of the project.
3,duration,The <blank> of the war had been longer than expected.
3,duration,His <blank> of office had been marked by reform.
3,duration,The <blank> of the course had been six months.
3,duration,She had endured the <blank> of the journey.
