level,word,sentence
4,disputatious,His _____ attitude prevented cooperation that morning during the task.
4,disputatious,The _____ nature was problematic during the lesson in the practice session.
4,disputatious,Such _____ was unnecessary in class in class.
4,disputatious,The _____ student was always debating during the lesson.
4,disputatious,The _____ quality was remarkable at school at school.
4,dissonance,There was _____ between what he said and did.
4,dissonance,The _____ was evident during the match during the activity.
4,dissonance,Her _____ confused everyone on the trip in the library.
4,dissonance,The _____ was problematic that morning during the discussion.
4,dissonance,Such _____ was noticeable during the lesson in the exercise.
4,dissonance,The _____ created tension in class in the story.
4,dissonance,Her _____ was unintentional at school during the task.
4,dissonance,The headteacher recorded the _____ in the village in the practice session.
4,dissonance,Such _____ was common during the match in class.
4,dissonance,The _____ was addressed on the trip during the lesson.
4,divinity,The ancient temple was dedicated to a local _____.
4,divinity,Her belief in _____ was strong at school.
4,divinity,The _____ was worshipped by many during the activity.
4,divinity,Studying _____ was fascinating that morning in the library.
4,divinity,The _____ was powerful during the lesson during the discussion.
4,divinity,Her understanding of _____ was deep in the exercise.
4,divinity,The _____ was mysterious in class in the story.
4,divinity,Such _____ was revered at school during the task.
4,divinity,The _____ was ancient during the match in the practice session.
4,divinity,Her respect for _____ was evident in class.
4,duplicity,His _____ was revealed when the truth came out.
4,duplicity,The _____ shocked everyone on the trip during the lesson.
4,duplicity,The guide pointed out the _____ on the journey.
4,duplicity,The _____ was unacceptable that morning at school.
4,duplicity,Such _____ was harmful during the lesson during the activity.
4,duplicity,The _____ damaged trust in class in the library.
4,duplicity,Her _____ was intentional at school during the discussion.
4,duplicity,The _____ was exposed during the match in the exercise.
4,duplicity,Such _____ was wrong on the trip in the story.
4,duplicity,The _____ had consequences that morning during the task.
4,effervescent,Her _____ personality brightened everyone's day in the practice session.
4,effervescent,The _____ child was full of energy and joy.
4,effervescent,His _____ nature made him very popular in class.
4,effervescent,The _____ atmosphere was infectious during the lesson during the lesson.
4,effervescent,She had a _____ and cheerful disposition at school.
4,effervescent,His _____ enthusiasm was refreshing in class during the activity.
4,effervescent,The _____ way she spoke was engaging in the library.
4,effervescent,Her _____ spirit lifted everyone's mood during the discussion.
4,effervescent,The _____ character was loved by all in the exercise.
4,effervescent,His _____ energy was boundless at school in the story.
4,egotistical,The _____ actor only talked about himself during the task.
4,egotistical,His _____ behaviour made it difficult for others to work with him.
4,egotistical,The _____ actor only talked about his own achievements.
4,egotistical,Her _____ attitude prevented her from making friends in the practice session.
4,egotistical,The _____ student thought he was better than everyone else.
4,egotistical,His _____ comments about his own success annoyed the team.
4,egotistical,She was so _____ that she couldn't accept any criticism.
4,egotistical,The _____ musician refused to listen to others' suggestions.
4,egotistical,His _____ manner made him unpopular with his classmates.
4,egotistical,The _____ athlete boasted about every small victory in class.
4,enormity,The _____ of the problem became clear over time.
4,enormity,The _____ of the crime shocked the entire community.
4,enormity,People were stunned by the _____ of the natural disaster.
4,enormity,Everyone was aware of the _____ of the challenge ahead.
4,enormity,The _____ of the mistake was only realised later.
4,enormity,They were overwhelmed by the _____ of the task.
4,enormity,The _____ of the situation required immediate action in the long term.
4,enormity,Nobody could ignore the _____ of what had happened.
4,enormity,The _____ of the decision weighed heavily on her mind.
4,enormity,They were shocked by the _____ of the damage.
4,enormousness,The _____ of the whale impressed the watchers in the long term.
4,enormousness,The _____ of the whale amazed all the watchers.
4,enormousness,Everyone was impressed by the _____ of the ancient tree.
4,enormousness,The _____ of the mountain range stretched for miles.
4,enormousness,They marvelled at the _____ of the cathedral during the activity.
4,enormousness,The _____ of the ocean made them feel very small.
4,enormousness,Visitors were stunned by the _____ of the castle.
4,enormousness,The _____ of the dinosaur skeleton filled the museum hall.
4,enormousness,They couldn't believe the _____ of the ancient monument.
4,enormousness,The _____ of the waterfall was breathtaking in the long term.
4,equanimity,She faced the difficult situation with _____ during the discussion.
4,equanimity,She faced the difficult situation with remarkable _____ in the exercise.
4,equanimity,His _____ during the crisis impressed everyone in the story.
4,equanimity,The teacher maintained her _____ despite the chaos during the task.
4,equanimity,She showed great _____ when receiving the bad news.
4,equanimity,His _____ helped calm the worried students in the practice session.
4,equanimity,She handled the emergency with perfect _____ in class.
4,equanimity,His _____ in stressful situations was admirable during the lesson.
4,equanimity,She demonstrated _____ when others were panicking at school.
4,equanimity,His _____ made him an excellent leader during the activity.
4,euphonious,The _____ melody was pleasant to listen to in the library.
4,euphonious,The _____ melody drifted through the open window during the discussion.
4,euphonious,Her _____ voice made the song beautiful to hear.
4,euphonious,The _____ sound of the birds filled the garden.
4,euphonious,Everyone enjoyed the _____ music at the concert in the exercise.
4,euphonious,The _____ chimes rang out across the village in the story.
4,euphonious,Her _____ singing brought joy to everyone during the task.
4,euphonious,The _____ harmony of the choir was wonderful in the practice session.
4,euphonious,They listened to the _____ notes of the piano.
4,euphonious,The _____ rhythm made everyone want to dance in class.
4,evaluation,The teacher's _____ of her work was very positive.
4,evaluation,"After careful _____, they decided to proceed during the lesson."
4,evaluation,The _____ showed that improvements were needed at school.
4,evaluation,Her _____ of the situation was thorough and fair.
4,evaluation,The _____ revealed several important points during the activity.
4,evaluation,"After the _____, they made their final decision in the library."
4,evaluation,The _____ helped identify areas for improvement during the discussion.
4,evaluation,His _____ of the project was detailed and helpful.
4,evaluation,The _____ process took several days to complete in the exercise.
4,evaluation,Her _____ was based on careful observation in the story.
4,evanescent,The _____ rainbow disappeared within minutes during the task.
4,evanescent,A neighbour offered a _____ explanation in the library.
4,evanescent,The coach made a _____ choice in class in the practice session.
4,evanescent,The gardener wrote a _____ answer during practice in class.
4,evanescent,His sister wrote a _____ answer at home during the lesson.
4,evanescent,The team used a _____ approach before the exam.
4,evanescent,The doctor gave a _____ reply in the hallway.
4,evanescent,The judge used a _____ approach during the match.
4,evanescent,The inspector asked a _____ question during the trip.
4,evanescent,Her brother offered a _____ explanation at school at school.
4,exhaustive,The police conducted an _____ search of the area.
4,exhaustive,The gardener wrote a _____ answer during practice during the activity.
4,exhaustive,The mayor wrote a _____ answer on the stage.
4,exhaustive,The pupil gave a _____ reply at the museum.
4,exhaustive,The captain gave a _____ reply in the playground.
4,exhaustive,The team wrote a _____ answer before the exam.
4,exhaustive,His sister wrote a _____ answer at home in the library.
4,exhaustive,The coach used a _____ approach in class during the discussion.
4,exhaustive,The gardener made a _____ choice during practice in the exercise.
4,exhaustive,The headteacher gave a _____ reply in the village.
4,extinction,The _____ of dinosaurs happened millions of years ago.
4,extinction,Scientists are working to prevent the _____ of rare species.
4,extinction,The _____ of the ancient language was a great loss.
4,extinction,Conservation efforts aim to stop the _____ of endangered animals.
4,extinction,The _____ of traditional crafts worries many people in the long term.
4,extinction,They studied the causes of the _____ of the ancient civilisation.
4,extinction,The _____ of the old customs saddened the elders.
4,extinction,Efforts to prevent the _____ of the species are ongoing.
4,extinction,The _____ of the rare plant concerned botanists in the long term.
4,extinction,They documented the _____ of many historical traditions in the practice session.
4,extraneous,Remove any _____ details from your essay in class.
4,extraneous,The doctor gave a _____ reply in the hallway.
4,extraneous,The judge made a _____ choice during the match.
4,extraneous,The coach wrote a _____ answer in class during the lesson.
4,extraneous,The musician made a _____ choice before sunset at school.
4,extraneous,The mayor wrote a _____ answer on the stage.
4,extraneous,The reporter asked a _____ question after lunch during the activity.
4,extraneous,The inspector gave a _____ reply during the trip.
4,extraneous,Her brother gave a _____ reply at school in the library.
4,extraneous,The team wrote a _____ answer before the exam.
4,extraordinary,The _____ sunrise painted the sky pink and gold.
4,extraordinary,Her _____ talent amazed everyone who heard her play.
4,extraordinary,The _____ discovery changed everything they knew during the discussion.
4,extraordinary,His _____ achievement was celebrated by everyone in the exercise.
4,extraordinary,The _____ event would be remembered for years in the story.
4,extraordinary,Her _____ courage inspired all who knew her during the task.
4,extraordinary,The _____ performance left the audience speechless in the practice session.
4,extraordinary,His _____ kindness touched many people's lives in class.
4,extraordinary,The _____ story captured everyone's imagination during the lesson.
4,extraordinary,Her _____ determination helped her overcome every obstacle at school.
4,exuberance,The children's _____ filled the playground with joy during the activity.
4,exuberance,Her _____ for learning was infectious in the library.
4,exuberance,The _____ of the crowd was overwhelming in the long term.
4,exuberance,His _____ made everyone feel more energetic in the exercise.
4,exuberance,The _____ of the celebration was wonderful to see.
4,exuberance,Her _____ brightened everyone's day during the match in the story.
4,exuberance,The _____ of the team was evident in their performance.
4,exuberance,His _____ for the project inspired others during the task.
4,exuberance,The _____ of the festival was incredible in the long term.
4,exuberance,Her _____ was matched only by her talent in class.
4,fallacious,The _____ argument did not convince anyone during the lesson.
4,fallacious,Her brother gave a _____ reply at school at school.
4,fallacious,The coach wrote a _____ answer in class during the activity.
4,fallacious,The coach made a _____ choice in class in the library.
4,fallacious,The doctor gave a _____ reply in the hallway.
4,fallacious,The reporter gave a _____ reply after lunch during the discussion.
4,fallacious,The librarian used a _____ approach in the debate.
4,fallacious,The captain gave a _____ reply in the playground.
4,fallacious,The mayor made a _____ choice on the stage.
4,fallacious,The librarian made a _____ choice in the debate.
4,fanaticism,His _____ for the team was sometimes worrying in the exercise.
4,fanaticism,The children's _____ filled the playground with joy in the story.
4,fanaticism,Her _____ for learning was infectious during the task.
4,fanaticism,The _____ of the crowd was overwhelming in the long term.
4,fanaticism,His _____ made everyone feel more energetic in class.
4,fanaticism,The _____ of the celebration was wonderful to see.
4,fanaticism,Her _____ brightened everyone's day on the trip during the lesson.
4,fanaticism,The _____ of the team was evident in their performance.
4,fanaticism,His _____ for the project inspired others at school.
4,fanaticism,The _____ of the festival was incredible in the long term.
4,fastidious,The _____ editor checked every word carefully in the library.
4,fastidious,Her _____ attention to detail impressed everyone during the discussion.
4,fastidious,The _____ scientist recorded every observation in the exercise.
4,fastidious,His _____ work was always flawless in the story.
4,fastidious,The _____ craftsman took great care with each piece.
4,fastidious,Her _____ approach ensured perfect results during the task.
4,fastidious,The _____ student never missed a single detail in the practice session.
4,fastidious,His _____ nature made him excellent at his job.
4,fastidious,The _____ artist spent hours on each brushstroke in class.
4,fastidious,Her _____ preparation left nothing to chance during the lesson.
4,femininity,The ballet celebrated grace and _____ at school.
4,femininity,The guide described the _____ on the journey during the activity.
4,femininity,The pupil noticed the _____ at the museum in the library.
4,femininity,Her brother noticed the _____ at school during the discussion.
4,femininity,The team discussed the _____ before the exam in the exercise.
4,femininity,A visitor pointed out the _____ at the market.
4,femininity,The mayor discussed the _____ on the stage in the story.
4,femininity,The musician pointed out the _____ before sunset during the task.
4,femininity,The _____ played an important role in the story during the lesson.
4,femininity,There was a sense of _____ in the crowd.
4,ferocity,The _____ of the storm surprised weather forecasters in the long term.
4,ferocity,The _____ of the lion's roar was terrifying in the long term.
4,ferocity,Her _____ in defending her friends was admirable during the lesson.
4,ferocity,The _____ of the attack shocked everyone in the long term.
4,ferocity,His _____ on the football pitch was legendary during the activity.
4,ferocity,The _____ of the debate was intense in the long term.
4,ferocity,Her _____ determination helped her succeed during the discussion.
4,ferocity,The _____ of the competition was unexpected in the long term.
4,ferocity,His _____ passion for justice was clear in the story.
4,ferocity,The _____ of her response surprised them all in the long term.
4,figurative,The poet used _____ language to describe his feelings.
4,figurative,A visitor used a _____ approach at the market.
4,figurative,The reporter offered a _____ explanation after lunch in the practice session.
4,figurative,The reporter gave a _____ reply after lunch in class.
4,figurative,The doctor gave a _____ reply in the hallway.
4,figurative,The gardener made a _____ choice during practice during the lesson.
4,figurative,The class offered a _____ explanation after the storm.
4,figurative,The musician used a _____ approach before sunset at school.
4,figurative,The librarian made a _____ choice in the debate.
4,figurative,The judge wrote a _____ answer during the match.
4,flamboyant,The _____ costume attracted everyone's attention during the activity.
4,flamboyant,Her _____ personality made her stand out in the library.
4,flamboyant,The _____ decorations brightened the entire room during the discussion.
4,flamboyant,His _____ style was impossible to ignore in the exercise.
4,flamboyant,The _____ display was spectacular that morning in the story.
4,flamboyant,Her _____ fashion sense was unique during the task.
4,flamboyant,The _____ performance was unforgettable during the lesson in the practice session.
4,flamboyant,His _____ behaviour always drew attention in class.
4,flamboyant,The _____ colours of the painting were striking during the lesson.
4,flamboyant,Her _____ entrance made everyone turn and look at school.
4,flatulence,The doctor asked about symptoms including _____ during the activity.
4,flatulence,His sister discussed the _____ at home in the library.
4,flatulence,The guide described the _____ on the journey during the discussion.
4,flatulence,A neighbour noticed the _____ in the library in the exercise.
4,flatulence,The pupil noticed the _____ at the museum in the story.
4,flatulence,The guide discussed the _____ on the journey during the task.
4,flatulence,The headteacher noticed the _____ in the village in the practice session.
4,flatulence,The coach discussed the _____ in class in class.
4,flatulence,There was a sense of _____ in the crowd.
4,flatulence,The _____ was repaired before the event during the lesson.
4,formidable,The _____ opponent seemed impossible to beat at school.
4,formidable,His sister used a _____ approach at home during the activity.
4,formidable,The captain gave a _____ reply in the playground.
4,formidable,A visitor used a _____ approach at the market.
4,formidable,His sister made a _____ choice at home in the library.
4,formidable,His sister wrote a _____ answer at home during the discussion.
4,formidable,The headteacher asked a _____ question in the village.
4,formidable,The coach made a _____ choice in class in the exercise.
4,formidable,The team wrote a _____ answer before the exam.
4,formidable,The headteacher gave a _____ reply in the village.
4,forthright,Her _____ manner made her easy to trust in the story.
4,forthright,A neighbour asked about the _____ in the library.
4,forthright,The doctor asked about the _____ in the hallway.
4,forthright,The inspector recorded the _____ during the trip during the task.
4,forthright,The mayor described the _____ on the stage in the practice session.
4,forthright,The captain asked about the _____ in the playground.
4,forthright,The gardener discussed the _____ during practice in class.
4,forthright,The gardener pointed out the _____ during practice during the lesson.
4,forthright,There was a sense of _____ in the crowd.
4,forthright,The _____ was repaired before the event at school.
4,fortuitous,Their _____ meeting led to a lifelong friendship during the activity.
4,fortuitous,The pupil asked a _____ question at the museum.
4,fortuitous,The guide wrote a _____ answer on the journey.
4,fortuitous,The headteacher gave a _____ reply in the village.
4,fortuitous,The headteacher offered a _____ explanation in the village.
4,fortuitous,The judge wrote a _____ answer during the match.
4,fortuitous,Her brother offered a _____ explanation at school in the library.
4,fortuitous,The class asked a _____ question after the storm.
4,fortuitous,A visitor wrote a _____ answer at the market.
4,fortuitous,A visitor used a _____ approach at the market.
4,fraudulent,The _____ documents were discovered by the police during the discussion.
4,fraudulent,The gardener made a _____ choice during practice in the exercise.
4,fraudulent,A visitor used a _____ approach at the market.
4,fraudulent,The reporter asked a _____ question after lunch in the story.
4,fraudulent,The teacher gave a _____ reply during assembly during the task.
4,fraudulent,The inspector asked a _____ question during the trip.
4,fraudulent,The inspector offered a _____ explanation during the trip.
4,fraudulent,The doctor offered a _____ explanation in the hallway.
4,fraudulent,The headteacher offered a _____ explanation in the village.
4,fraudulent,The librarian used a _____ approach in the debate.
4,frugality,Their _____ during hard times helped them survive in the practice session.
4,frugality,Her _____ allowed her to save money in class.
4,frugality,The _____ approach prevented waste in class during the lesson.
4,frugality,His _____ habits were admirable at school at school.
4,frugality,The _____ lifestyle suited them well during the activity.
4,frugality,Her _____ management of resources was wise in the library.
4,frugality,The _____ spending kept them out of debt during the discussion.
4,frugality,His _____ nature helped the family in the exercise.
4,frugality,The _____ use of materials was efficient in the story.
4,frugality,Her _____ planning ensured success during the match during the task.
4,gargantuan,The _____ meal could feed an entire family in the practice session.
4,gargantuan,The captain noticed the _____ in the playground in class.
4,gargantuan,The musician discussed the _____ before sunset during the lesson.
4,gargantuan,The judge described the _____ during the match at school.
4,gargantuan,The doctor noticed the _____ in the hallway during the activity.
4,gargantuan,The coach pointed out the _____ in class in the library.
4,gargantuan,The headteacher asked about the _____ in the village.
4,gargantuan,The pupil recorded the _____ at the museum during the discussion.
4,gargantuan,There was a sense of _____ in the crowd.
4,gargantuan,The _____ was repaired before the event in the exercise.
4,genealogy,She spent years researching her family's _____ in the story.
4,genealogy,The _____ revealed interesting connections on the trip during the task.
4,genealogy,His _____ research traced back centuries in the practice session.
4,genealogy,The _____ showed their royal heritage in class.
4,genealogy,Her _____ project was fascinating that morning during the lesson.
4,genealogy,The _____ records were carefully preserved at school.
4,genealogy,His _____ investigation uncovered secrets during the lesson during the activity.
4,genealogy,The _____ tree was extensive in class in the library.
4,genealogy,Her _____ work was published at school during the discussion.
4,genealogy,The _____ documents were valuable during the match in the exercise.
4,gentility,Her _____ and grace impressed everyone at dinner in the story.
4,gentility,The _____ of her behaviour was evident in the long term.
4,gentility,His _____ made him popular on the trip in the practice session.
4,gentility,The _____ of the occasion was clear in the long term.
4,gentility,Her _____ was natural and genuine during the lesson.
4,gentility,The _____ of her speech was admirable in the long term.
4,gentility,His _____ manners were well-known that morning during the activity.
4,gentility,The _____ of her approach was appreciated in the long term.
4,gentility,Her _____ character shone through during the lesson during the discussion.
4,gentility,The _____ of the gathering was notable in the long term.
4,gluttonous,His _____ appetite amazed everyone at the feast in the story.
4,gluttonous,The coach wrote a _____ answer in class during the task.
4,gluttonous,The musician wrote a _____ answer before sunset in the practice session.
4,gluttonous,The team used a _____ approach before the exam.
4,gluttonous,The teacher gave a _____ reply during assembly in class.
4,gluttonous,A visitor used a _____ approach at the market.
4,gluttonous,The gardener used a _____ approach during practice during the lesson.
4,gluttonous,The doctor offered a _____ explanation in the hallway.
4,gluttonous,The pupil asked a _____ question at the museum.
4,gluttonous,The inspector gave a _____ reply during the trip.
4,gratifying,It was _____ to see all the hard work pay off.
4,gratifying,Her brother recorded the _____ at school at school.
4,gratifying,The headteacher asked about the _____ in the village.
4,gratifying,The gardener discussed the _____ during practice during the activity.
4,gratifying,The doctor noticed the _____ in the hallway in the library.
4,gratifying,The teacher noticed the _____ during assembly during the discussion.
4,gratifying,The captain recorded the _____ in the playground in the exercise.
4,gratifying,A visitor pointed out the _____ at the market.
4,gratifying,There was a sense of _____ in the crowd.
4,gratifying,The _____ was repaired before the event in the story.
4,gratuitous,The violence in the film was _____ and disturbing.
4,gratuitous,The mayor used a _____ approach on the stage.
4,gratuitous,The class gave a _____ reply after the storm.
4,gratuitous,The pupil gave a _____ reply at the museum.
4,gratuitous,The gardener wrote a _____ answer during practice during the task.
4,gratuitous,The class offered a _____ explanation after the storm.
4,gratuitous,The teacher gave a _____ reply during assembly in the practice session.
4,gratuitous,The musician used a _____ approach before sunset in class.
4,gratuitous,The captain gave a _____ reply in the playground.
4,gratuitous,The headteacher asked a _____ question in the village.
4,gregarious,The _____ puppy loved playing with other dogs during the lesson.
4,gregarious,The coach wrote a _____ answer in class at school.
4,gregarious,The judge used a _____ approach during the match.
4,gregarious,The doctor gave a _____ reply in the hallway.
4,gregarious,The pupil offered a _____ explanation at the museum.
4,gregarious,The reporter offered a _____ explanation after lunch during the activity.
4,gregarious,The class offered a _____ explanation after the storm.
4,gregarious,The musician wrote a _____ answer before sunset in the library.
4,gregarious,The librarian used a _____ approach in the debate.
4,gregarious,The coach made a _____ choice in class during the discussion.
4,harmonious,The _____ colours created a beautiful painting in the exercise.
4,harmonious,Her _____ behaviour was noticeable in class in the story.
4,harmonious,The _____ situation required attention at school during the task.
4,harmonious,His _____ attitude was clear during the match in the practice session.
4,harmonious,The _____ response was expected on the trip in class.
4,harmonious,Her _____ manner was evident that morning during the lesson.
4,harmonious,The _____ condition was obvious during the lesson at school.
4,harmonious,His _____ nature was apparent in class during the activity.
4,harmonious,The _____ state was visible at school in the library.
4,harmonious,Her _____ character was known during the match during the discussion.
4,haughtiness,Her _____ made it difficult to make friends in the exercise.
4,haughtiness,The _____ of his behaviour was off-putting in the long term.
4,haughtiness,His _____ attitude alienated others on the trip during the task.
4,haughtiness,The _____ in her voice was clear in the practice session.
4,haughtiness,Her _____ prevented her from learning in class.
4,haughtiness,The _____ of his manner was obvious in the long term.
4,haughtiness,His _____ comments offended people that morning at school.
4,haughtiness,The _____ in her expression was evident during the activity.
4,haughtiness,Her _____ made her unpopular during the lesson in the library.
4,haughtiness,The _____ of his behaviour was unacceptable in the long term.
4,hierarchical,The _____ structure had many levels of management in the exercise.
4,hierarchical,The pupil asked a _____ question at the museum.
4,hierarchical,The librarian wrote a _____ answer in the debate.
4,hierarchical,The class gave a _____ reply after the storm.
4,hierarchical,The gardener wrote a _____ answer during practice in the story.
4,hierarchical,His sister used a _____ approach at home during the task.
4,hierarchical,The judge used a _____ approach during the match.
4,hierarchical,The team made a _____ choice before the exam.
4,hierarchical,The inspector offered a _____ explanation during the trip.
4,hierarchical,The doctor asked a _____ question in the hallway.
4,homogeneous,The _____ mixture had no visible differences in the practice session.
4,homogeneous,The headteacher offered a _____ explanation in the village.
4,homogeneous,Her brother asked a _____ question at school in class.
4,homogeneous,The librarian made a _____ choice in the debate.
4,homogeneous,The mayor wrote a _____ answer on the stage.
4,homogeneous,A neighbour gave a _____ reply in the library.
4,homogeneous,The reporter asked a _____ question after lunch during the lesson.
4,homogeneous,The musician used a _____ approach before sunset at school.
4,homogeneous,The headteacher asked a _____ question in the village.
4,homogeneous,The doctor asked a _____ question in the hallway.
4,horrendous,The _____ weather ruined the outdoor event during the activity.
4,horrendous,Her _____ mistake caused problems in class in the library.
4,horrendous,The _____ accident shocked everyone at school during the discussion.
4,horrendous,His _____ behaviour was unacceptable during the match in the exercise.
4,horrendous,The _____ conditions made work difficult in the story.
4,horrendous,Her _____ performance disappointed everyone on the trip during the task.
4,horrendous,The _____ situation was dire that morning in the practice session.
4,horrendous,His _____ actions had consequences during the lesson in class.
4,horrendous,The _____ outcome was devastating in class during the lesson.
4,horrendous,Her _____ error was costly at school at school.
4,hospitable,The _____ family invited us to stay for dinner.
4,hospitable,Her _____ nature made visitors feel at home during the activity.
4,hospitable,The _____ atmosphere was pleasant during the match in the library.
4,hospitable,His _____ manner was appreciated on the trip during the discussion.
4,hospitable,The _____ reception was warm that morning in the exercise.
4,hospitable,Her _____ behaviour was genuine during the lesson in the story.
4,hospitable,The _____ environment was comfortable in class during the task.
4,hospitable,His _____ attitude was welcoming at school in the practice session.
4,hospitable,The _____ treatment was kind during the match in class.
4,hospitable,Her _____ personality made her popular during the lesson.
4,hostility,There was open _____ between the rival groups at school.
4,hostility,The _____ of his response was unexpected in the long term.
4,hostility,Her _____ made others uncomfortable on the trip in the library.
4,hostility,The _____ in the room was palpable during the discussion.
4,hostility,His _____ behaviour was concerning that morning in the exercise.
4,hostility,The _____ between them was clear in the story.
4,hostility,Her _____ attitude created problems during the lesson during the task.
4,hostility,The _____ of the situation was tense in the long term.
4,hostility,His _____ response escalated the conflict in class.
4,hostility,The _____ made cooperation impossible in class during the lesson.
4,hypocritical,It was _____ to criticise others for being late.
4,hypocritical,Her _____ behaviour was noticeable at school at school.
4,hypocritical,The _____ situation required attention during the match during the activity.
4,hypocritical,His _____ attitude was clear on the trip in the library.
4,hypocritical,The _____ response was expected that morning during the discussion.
4,hypocritical,Her _____ manner was evident during the lesson in the exercise.
4,hypocritical,The _____ condition was obvious in class in the story.
4,hypocritical,His _____ nature was apparent at school during the task.
4,hypocritical,The _____ state was visible during the match in the practice session.
4,hypocritical,Her _____ character was known on the trip in class.
4,hypothetical,We discussed a _____ situation in class during the lesson.
4,hypothetical,The inspector gave a _____ reply during the trip.
4,hypothetical,The teacher asked a _____ question during assembly at school.
4,hypothetical,The captain asked a _____ question in the playground.
4,hypothetical,The judge used a _____ approach during the match.
4,hypothetical,The mayor wrote a _____ answer on the stage.
4,hypothetical,A neighbour gave a _____ reply in the library.
4,hypothetical,The guide made a _____ choice on the journey.
4,hypothetical,The inspector asked a _____ question during the trip.
4,hypothetical,The pupil offered a _____ explanation at the museum.
4,hysterical,The children became _____ with excitement during the activity.
4,hysterical,Her _____ reaction was over the top in the library.
4,hysterical,The _____ laughter filled the room during the discussion.
4,hysterical,His _____ behaviour was concerning that morning in the exercise.
4,hysterical,The _____ response was unexpected during the lesson in the story.
4,hysterical,Her _____ state made others worried during the task.
4,hysterical,The _____ reaction was extreme in class in the practice session.
4,hysterical,His _____ manner was unusual at school in class.
4,hysterical,The _____ behaviour was inappropriate during the match during the lesson.
4,hysterical,Her _____ response was excessive on the trip at school.
4,idiosyncrasy,Her _____ of humming while working amused colleagues during the activity.
4,idiosyncrasy,The _____ was endearing that morning in the library.
4,idiosyncrasy,His _____ made him unique during the lesson during the discussion.
4,idiosyncrasy,The _____ was harmless but noticeable in the exercise.
4,idiosyncrasy,Her _____ became well-known in class in the story.
4,idiosyncrasy,The _____ was part of his character during the task.
4,idiosyncrasy,His _____ amused everyone at school in the practice session.
4,idiosyncrasy,The _____ was charming during the match in class.
4,idiosyncrasy,Her _____ was distinctive on the trip during the lesson.
4,idiosyncrasy,The _____ made him memorable that morning at school.
4,ignominious,The team suffered an _____ defeat during the activity.
4,ignominious,Her _____ behaviour was noticeable during the lesson in the library.
4,ignominious,The _____ situation required attention in class during the discussion.
4,ignominious,His _____ attitude was clear at school in the exercise.
4,ignominious,The _____ response was expected during the match in the story.
4,ignominious,Her _____ manner was evident on the trip during the task.
4,ignominious,The _____ condition was obvious that morning in the practice session.
4,ignominious,His _____ nature was apparent during the lesson in class.
4,ignominious,The _____ state was visible in class during the lesson.
4,ignominious,Her _____ character was known at school at school.
4,illuminate,The candles _____ the room beautifully during the activity.
4,illuminate,The bright lamps _____ the entire hall during the evening performance.
4,illuminate,Her explanation helped to _____ the complex problem for everyone.
4,illuminate,The torch will _____ the dark path through the forest.
4,illuminate,The teacher used diagrams to _____ the difficult concept.
4,illuminate,"Candles _____ the room with a warm, golden glow."
4,illuminate,The streetlights _____ the road so drivers could see clearly.
4,illuminate,Her detailed notes helped to _____ the confusing topic.
4,illuminate,The sunrise began to _____ the eastern sky with brilliant colours.
4,illuminate,The presentation slides helped to _____ the main points.
4,illustrious,The _____ scientist won many awards in the library.
4,illustrious,The guide wrote a _____ answer on the journey.
4,illustrious,Her brother asked a _____ question at school during the discussion.
4,illustrious,The judge used a _____ approach during the match.
4,illustrious,The pupil asked a _____ question at the museum.
4,illustrious,The inspector asked a _____ question during the trip.
4,illustrious,His sister wrote a _____ answer at home in the exercise.
4,illustrious,A visitor wrote a _____ answer at the market.
4,illustrious,The guide used a _____ approach on the journey.
4,illustrious,A neighbour offered a _____ explanation in the library.
4,imbalance,There was an _____ in the distribution of resources.
4,imbalance,The _____ was noticeable during the match in the story.
4,imbalance,Her _____ approach caused problems on the trip during the task.
4,imbalance,The _____ in power was clear in the practice session.
4,imbalance,His _____ lifestyle affected his health in class.
4,imbalance,The _____ made things difficult that morning during the lesson.
4,imbalance,Her _____ diet was unhealthy during the lesson at school.
4,imbalance,His sister described the _____ at home during the activity.
4,imbalance,His _____ work schedule was problematic in the library.
4,imbalance,The _____ needed to be addressed during the discussion.
4,immaculate,Her _____ bedroom impressed her parents in the exercise.
4,immaculate,We must _____ the evidence carefully in the story.
4,immaculate,They had to _____ the rope before crossing during the task.
4,immaculate,He refused to _____ the offer in the practice session.
4,immaculate,The teacher asked the class to _____ the rule.
4,immaculate,She tried to _____ the mistake quickly in class.
4,immaculate,They had to _____ the rope before crossing during assembly.
4,immaculate,They had to _____ the rope before crossing during the lesson.
4,immaculate,They had to _____ the rope before crossing at school.
4,immaculate,They had to _____ the rope before crossing at home.
4,imminent,The _____ storm forced everyone indoors during the lesson.
4,imminent,Her _____ arrival was expected in class at school.
4,imminent,The _____ deadline was approaching at school during the activity.
4,imminent,His _____ departure was announced during the match in the library.
4,imminent,The _____ change was inevitable on the trip during the discussion.
4,imminent,Her _____ exam was next week in the exercise.
4,imminent,The _____ event was scheduled that morning in the story.
4,imminent,His _____ decision was awaited during the lesson during the task.
4,imminent,The _____ arrival was _____ in class in the practice session.
4,imminent,Her _____ success was certain at school in class.
4,immutable,The laws of physics are _____ during the lesson.
4,immutable,The guide used a _____ approach on the journey.
4,immutable,The teacher gave a _____ reply during assembly at school.
4,immutable,The doctor gave a _____ reply in the hallway.
4,immutable,The coach made a _____ choice in class during the activity.
4,immutable,The judge used a _____ approach during the match.
4,immutable,The mayor wrote a _____ answer on the stage.
